NPLV,TST,C
512324,1651.589366179923,0.0905619441134095
512327,1658.251099503011,0.08184934969432739
512328,1650.46909812932,0.12318049138786914
512331,1648.3439165293196,0.1925606056473035
512333,1656.7669159998666,0.08427095797299436
512339,1649.2054117248088,0.14689423905414142
512344,1650.7980741881433,0.15628086472794184
512348,1651.2981916911353,0.1409718633711377
512349,1651.92187409048,0.10650189815239926
512350,1653.559626705399,0.14402460364306194
512352,1659.0363651215569,0.10667582169318834
512354,1657.2857556922954,0.04206542585480507
512355,1660.779676958636,0.10683957805886574
512356,1663.237751114831,0.09551139237257031
512358,1650.5672248634355,0.19202008757610453
512361,1666.0633534990225,0.03885966113967262
512362,1665.792489916878,0.05968218392288199
512363,1648.9675308939372,0.14787415518530872
512366,1656.6357028150496,0.11246907793366089
512367,1653.0792839628596,0.14920573455681657
512368,1653.8433932218143,0.12414793042528492
512369,1649.636902196278,0.1703175326090399
512370,1647.8328045152498,0.18584031811315238
512371,1656.5460631268688,0.09873291987601131
512372,1651.9386714402665,0.10584643962238637
512373,1649.1791144505733,0.1159133823871612
512374,1660.7551625434157,0.06763513491874491
512375,1661.917398218065,0.06722635890655712
512376,1658.8495398142934,0.024383667341890854
512377,1661.2367095019633,0.08522659098627754
512379,1659.530004303759,0.048253642098526985
512380,1648.1302106271842,0.1956741843068365
512381,1656.4316153055317,0.0675645692551589
512382,1659.0504366307812,0.01984702392622633
512383,1656.537479020446,0.04933630332496138
512384,1660.0670928325633,0.07222327142223232
512385,1664.5966002746616,0.02718165035680319
512386,1663.0463360424878,0.048825836969357
512387,1656.6806668805802,0.19397433336873293
512390,1662.6254265505295,0.0180047312068284
512391,1667.2025831900469,0.06392861607667034
512392,1659.0976394559545,0.02844462257230817
512393,1664.1215563086096,0.0807571041742643
512394,1664.237735526569,0.021919666826787143
512395,1649.7171649701586,0.08550806714605055
512396,1660.226528330317,0.004397775458824357
512397,1658.694643090509,0.0
512398,1658.4031394446215,0.0
512399,1652.2699770673166,0.1037657117296026
512402,1665.3189301517352,0.057011908462116276
512403,1659.49153599768,0.06734264692124278
512405,1654.3223872596175,0.0278356630633944
512407,1663.7465378558625,0.08800126594355502
512408,1649.7982926230468,0.09258453014026834
512409,1657.9381191610612,0.03556530516541421
512410,1656.664866092503,0.04979122354195449
512411,1659.4154621234095,0.02271861361086626
512412,1653.693669633268,0.006176270390498709
512413,1656.867629985813,0.0
512414,1655.4101115804542,0.03186803875440518
512415,1658.9622003691884,0.050837789103435754
512416,1655.565168593677,0.14333341562325314
512417,1663.3739528663207,0.0816977001839492
512418,1648.477530231731,0.1504690317841745
512419,1648.4602873702395,0.1554197406404481
512420,1656.1105095781684,0.01712826166075354
512421,1653.9366684724275,0.048876079776837444
512422,1651.5572904754956,0.0
512423,1658.5621238910953,0.0640566124771507
512424,1649.0795076559164,0.18605600750025852
512425,1649.0923653038062,0.07387664410627663
512426,1655.4074783998467,0.07342536561149553
512427,1657.651922630103,0.04777905705552784
512428,1647.984373775794,0.18215540272429048
512430,1658.5587893418272,0.13842498776819495
512431,1651.7524976262068,0.05396440614892344
512432,1651.4381024191855,0.0
512433,1650.037817207076,0.03027753303370011
512434,1647.293355890648,0.08913722778800585
512435,1648.4051378575778,0.16288097925120104
512436,1651.4824671971724,0.05790975901121564
512437,1651.4205630048637,0.07379572170464993
512438,1653.2608353320104,0.07572258204713858
512440,1652.2988563587671,0.13929161644849622
512442,1651.4999539798948,0.05438368728443465
512443,1649.6124917300683,0.07161617017566328
512444,1652.6992734599341,0.05273950621118748
512448,1653.1599043550764,0.07097943666511239
512449,1652.456807348982,0.05719610363055745
512450,1652.7585987418229,0.06177982755962958
512451,1654.9937782056363,0.05993765710366091
512452,1654.194059513079,0.08375329448999004
512453,1650.8476919241243,0.09359734240927026
512454,1654.1197776124789,0.08961512793325013
512455,1654.1048368996983,0.08743204471857778
512456,1648.3718741844657,0.0782945856912545
512461,1657.5245137350685,0.004493908549555886
512462,1647.6960700240825,0.11420607596409543
512464,1648.0415727876345,0.16092300136304188
512469,1658.6090111771532,0.07030081416258072
512471,1653.2775365401596,0.09181883524775925
512473,1656.49540110623,0.06494390542834987
512474,1663.0211225613825,0.0623271250036768
512477,1651.900506504379,0.043235661971839215
512481,1665.4228363648763,0.13446233423020376
512482,1664.3985307707542,0.11046258189682037
512485,1666.185329792674,0.07081806108966923
512489,1656.7417933952138,0.1423512269475022
512490,1663.449599733804,0.06818905000426577
512491,1648.0740166415237,0.20389397359507988
512492,1654.0956452828152,0.04799658098476586
512494,1660.0607178677092,0.03935164847391174
512496,1662.7250016109404,0.056764252108482474
512497,1661.6385029879148,0.021031805381909977
512499,1659.7633136521952,0.045626179004773386
512500,1664.8863700877748,0.008299959255943958
512501,1666.051165500957,0.0
512502,1658.7335643209472,0.0341994626770062
512503,1661.554569346719,0.03391527883764159
512504,1658.5840003642184,0.048306242536594386
512505,1654.109002569258,0.12509185539906786
512506,1658.549205628879,0.04756739851766723
512507,1662.9411763955059,0.01725292961927367
512508,1660.1773177492485,0.03981369391046891
512509,1659.2348427761533,0.03735747999460954
512511,1660.1398283021715,0.05608238436664903
512512,1659.7183606428514,0.06566075410932797
512513,1662.6763233980225,0.0778399752689547
512514,1663.9789302550703,0.06812206107950047
512515,1664.2404341081553,0.06676643778992361
512516,1657.032725796632,0.12932733886878792
512517,1659.3596050697995,0.07203050833605872
512518,1659.0966059216273,0.06314897333614881
512519,1661.0160434067884,0.09021919917446608
512520,1660.328156564634,0.0598213383683239
512521,1656.38082407747,0.11540056927690749
512522,1656.6997449411072,0.04280171170496351
512523,1658.17681953109,0.04729488369103421
512524,1649.44121619488,0.10770390495398739
512525,1658.1990259420108,0.012910652054725198
512526,1651.899724668683,0.1495206273701251
512527,1663.25491029749,0.1166287041252787
512528,1663.5822945629754,0.09729561585804496
512529,1663.167876010221,0.10844470539388505
512531,1660.750300438421,0.03372817363613973
512532,1658.6160089133714,0.12699937963444666
512533,1661.5971680276753,0.051253584479865465
512534,1660.7463793527816,0.034065396043836176
512535,1656.4721469369038,0.024695049288993003
512536,1654.2507085695356,0.09631970089705426
512537,1659.8339555861428,0.012055840570486672
512538,1662.2543426537525,0.02240483498875829
512539,1658.357584401451,0.08006009036065383
512540,1655.3359124525336,0.027871631997266874
512541,1658.1098142460926,0.1059762132755398
512542,1655.321994277184,0.09135815204409846
512544,1653.2830148520345,0.10511812348276864
512545,1658.1078891878692,0.10991047358135068
512546,1659.5099641512465,0.03876481216111891
512547,1653.08140102315,0.061514715807520104
512548,1654.396767211781,0.0685193066075954
512549,1652.5285256798782,0.1557010629065555
512550,1664.2456724326835,0.10751997237257041
512551,1656.50486844982,0.13758991206128157
512552,1656.7023920295624,0.12267950282372699
512553,1660.585834891673,0.027489671227211358
512554,1665.194870253431,0.06478502574696783
512555,1661.7323354014845,0.010229051417349512
512556,1654.158010668173,0.050851972721514746
512557,1660.7172358061998,0.0050183107118704695
512558,1658.3134897850694,0.03835485754254925
512559,1649.42692007693,0.0610751805069417
512560,1668.3808493646989,0.06919788242603273
512561,1668.4854406938673,0.05484450885577047
512562,1660.7400436415312,0.09496867092921461
512563,1656.8801679862345,0.03466167061916492
512564,1664.4927485926423,0.09278849060613013
512566,1657.0515023447515,0.06973907665069429
512567,1656.5618140201782,0.0
512568,1660.3047606634468,0.027122742371488318
512569,1657.1612004931521,0.06817168067796736
512570,1656.8245815446787,0.07744636606640348
512571,1663.1913952470454,0.02414256946464761
512572,1667.4859695530479,0.05240507391810781
512573,1661.47173556231,0.07479768761115335
512574,1659.5296760732465,0.10204764741159887
512575,1660.0407439048445,0.1178018229590331
512576,1650.8067728993997,0.15279059753252375
512577,1652.4820273754206,0.04765763527321846
512578,1661.1431165471288,0.07304887414105875
512579,1659.8511411274171,0.02343243334840966
512580,1663.4737669740848,0.002085762539490943
512581,1657.5287530683331,0.0
512582,1664.6427207206964,0.02839225693051167
512583,1663.659217609539,0.0
512584,1664.8906639194374,0.0
512585,1660.228889405309,0.0
512586,1654.2226496871137,0.0
512588,1659.5242178983144,0.0
512589,1660.9663486639545,0.0
512591,1665.3164406839398,0.05693848795137487
512593,1652.7440332145507,0.06754527928719012
512594,1665.9322511130863,0.0646857141010329
512595,1654.4284738493698,0.16599215399643233
512596,1659.9843237931047,0.07307750214791614
512597,1660.690562366938,0.11537645045200996
512598,1662.0544020765856,0.08464740204261359
512599,1657.1137215363383,0.16266019429827724
512600,1664.987901317708,0.07406962663951877
512602,1652.5991365077584,0.1340643289762528
512603,1662.1798203147266,0.07378801563240232
512604,1658.9768868594979,0.13347496077191523
512605,1661.6353645408137,0.07468501668869977
512606,1656.4523511873574,0.09876888450235984
512607,1654.9527142145284,0.07309316542721563
512608,1658.964647539798,0.036126508695732806
512609,1656.2062080807943,0.038593061241849067
512610,1656.0856926924646,0.0
512612,1663.2357561636848,0.015904293709049413
512613,1660.581822250512,0.06165555169424773
512614,1653.9573576663001,0.061993821497492003
512615,1647.9949975435438,0.20215979237700216
512617,1653.8441942523566,0.0340495246927727
512619,1647.2800809908613,0.17160113023575846
512621,1656.3664257198984,0.06800260253574286
512626,1658.3312843102156,0.1253145786199297
512627,1649.237439193084,0.11842537751368909
512628,1662.0575706389054,0.08782719388491163
512629,1652.6012600012698,0.1798066518063447
512630,1656.3855888161825,0.014738971477290808
512631,1658.1062357788633,0.14029532116787063
512632,1659.4209542280496,0.13736038147692262
512634,1653.431425754109,0.040653639115297485
512635,1656.4416533421067,0.07435894685703481
512636,1655.8868306884106,0.08451410575804987
512637,1654.1369647433833,0.04360016932831402
512642,1659.6343948728877,0.062159755553810384
512644,1653.719030628175,0.03184968675371357
512647,1658.8764587278624,0.07692732044260533
512649,1655.6319549862578,0.045573124579455435
512650,1647.9419077066227,0.21273550016885803
512651,1658.9727586892045,0.08541724685652065
512652,1651.7589164164392,0.21813072702309774
512653,1661.7590918816231,0.10872729474732565
512654,1656.2372099468068,0.19349279162848654
512655,1652.135083444794,0.15343883922861845
512656,1664.4240521593017,0.11849932112486489
512658,1659.5525396573878,0.10437334446182844
512659,1663.902187806912,0.0855279082939983
512660,1665.5785894702656,0.1011625075372659
512661,1664.1318748024842,0.1049381469045952
512662,1660.4729538318782,0.08546872386871103
512665,1655.3602951788494,0.05377752082200079
512667,1661.6684059490156,0.10430912592524838
512669,1661.8129332376902,0.04334851929244824
512670,1658.714640496109,0.10948750158841897
512671,1659.9409845974099,0.12330410853659667
512672,1650.2363685985906,0.17927523778972176
512674,1653.4949674957354,0.1660650460664599
512675,1655.0088893584625,0.06379780434873722
512676,1661.3852715752798,0.009256001755972286
512677,1660.1511527847304,0.038215375766270834
