NPLV,TST,C
512324,1668.2094256008043,0.03929205101258607
512327,1669.0648381962367,0.04685667878484793
512328,1653.8846289627459,0.049505233761303946
512331,1656.4604603052037,0.05256830492066864
512333,1659.2541056305624,0.06059679487707002
512339,1673.0640326552032,0.0470335743974649
512344,1669.4859506974353,0.04471786267717975
512348,1670.9526024271145,0.04089892517781068
512349,1669.611967885568,0.032757987920163024
512350,1664.3618149316871,0.04959270122698471
512352,1662.8895287776206,0.05984540898098233
512354,1666.5050000809415,0.038347116429646576
512355,1667.7278339447407,0.04703200662183647
512356,1674.1960155463926,0.044677445683434194
512358,1665.7390109087316,0.044024369784954505
512361,1679.6734075898692,0.052212828867150014
512362,1679.2364498551026,0.049719798606512676
512363,1679.9513197018657,0.047714624217695054
512366,1677.2755252272661,0.04244096455048168
512367,1667.2322767642465,0.046421436416707304
512368,1671.4981924074186,0.04069281398997543
512369,1658.028007435402,0.03676290527412759
512370,1672.6536218765798,0.046596271906394336
512371,1667.074163004597,0.039219169729243795
512372,1674.8460397326958,0.0400146627206484
512373,1658.1235181430545,0.0384753194354561
512374,1675.4058121657126,0.04863260263706364
512375,1673.447064754475,0.04552351431397725
512376,1659.6941110172004,0.040065900229304535
512377,1676.7938998111263,0.0477299405601197
512379,1663.7245724252582,0.042155203976897725
512380,1664.4741077773433,0.045107590487157394
512381,1664.405028100947,0.04996549099173093
512382,1679.548662027331,0.03827519336712916
512383,1671.5705409477935,0.03486594076972204
512384,1686.707635282892,0.04496697273113693
512385,1675.8837280052135,0.03871886172577155
512386,1682.120281568782,0.04249306672766078
512387,1654.8328213989448,0.09433937636926505
512390,1671.869309582443,0.03632909051790082
512391,1676.9209894320904,0.05406557625275585
512392,1668.6078609090193,0.04213617714754031
512393,1670.1580926044533,0.044185717268350536
512394,1673.2367139936619,0.039439876532041195
512395,1659.7871560827064,0.038894749080894374
512396,1664.7565470133447,0.0377736820402757
512397,1667.037833523405,0.03785529979796067
512398,1652.3901941145878,0.04061937682866348
512399,1663.7181914826524,0.039849162585572966
512402,1660.5018574160106,0.05596743752839359
512403,1663.2643467951684,0.03829327121240311
512405,1655.9090054928931,0.03959524017059759
512407,1676.779295962514,0.04888189716878955
512408,1663.5538112868599,0.04473626894335095
512409,1653.272601105172,0.05151550310636335
512410,1664.3036406300191,0.04942715894683801
