NPLV,TST,C
512324,1669.0221522754414,0.03812281579760837
512327,1642.9845677006804,0.05293436974570697
512328,1651.3666533155629,0.05310549018873902
512331,1650.8565783346091,0.05214441047448372
512333,1654.4639592734547,0.06318063936066433
512339,1647.9905321144515,0.049876189554734704
512344,1656.9053956176613,0.044718545837776166
512348,1642.5151999092707,0.04739293506028059
512349,1634.7331520229466,0.03478521148319542
512350,1648.3022292433782,0.052189456179293825
512352,1658.0154004803173,0.05780102586619533
512354,1665.0568975370877,0.04190441715384286
512355,1645.5594173091383,0.045831730073163844
512356,1650.910766672021,0.043217808267601
512358,1652.3775982006532,0.04078773459620377
512361,1657.5762822516788,0.05203088564887045
512362,1659.8738146996845,0.04574449886598073
512363,1655.0418291836845,0.05260115039741314
512366,1648.295250270523,0.04016321483615451
512367,1648.0278505262593,0.04931118662730762
512368,1655.013700021769,0.03912950458264383
512369,1632.9858022827755,0.0420254560840905
512370,1649.3284449405144,0.044882423961337216
512371,1641.8082604925205,0.0391563747513331
512372,1647.2856404454042,0.03797506907622721
512373,1644.5612152818708,0.03987442952918452
512374,1653.5933583587425,0.04630476608525018
512375,1664.9430649996377,0.04452408760002669
512376,1650.7580044999038,0.04029334899929293
512377,1654.8489362044106,0.049398736053421335
512379,1653.635666853572,0.04443482484448977
512380,1654.815467969132,0.04817160780830137
512381,1637.307454515085,0.04960571050504667
512382,1642.7983316292023,0.03992943784599954
512383,1641.6161924482244,0.03712691864552275
512384,1653.9546983647556,0.047670257489685466
512385,1654.6913550842687,0.03827880089148662
512386,1649.9573994405814,0.040817748803021775
512387,1654.6660858116238,0.1033929939718901
512390,1652.70632461259,0.036585242058281835
512391,1648.1825596029157,0.05175803418154979
512392,1654.22420446189,0.044719090526260476
512393,1646.619114993592,0.04269700585729124
512394,1644.359048860796,0.03909532310537492
512395,1642.8921776757097,0.03915889452793296
512396,1648.7839664717349,0.03684325604732833
512397,1649.075189943363,0.03845542804420864
512398,1638.8148239670663,0.039906865856195316
512399,1646.406712639961,0.042834072806523855
512402,1654.446957218018,0.056740717365131005
512403,1642.3854186709325,0.040336404988433064
512405,1642.4678595911746,0.0370786897341109
512407,1653.027948407183,0.05092464328469432
512408,1653.395439338053,0.044810985557249106
512409,1651.2491439873695,0.05478728421764984
512410,1651.3786634214916,0.04964472756836381
512411,1654.7804984487032,0.04978549993128187
512412,1650.31708748771,0.04028848847030723
512413,1651.7088875475777,0.041167529267101495
512414,1654.5322545077763,0.06570196404443686
512415,1667.4195157910133,0.07611913031302824
512416,1644.4350791395561,0.05051207061997959
512417,1649.7368226398576,0.04027793295243735
512418,1647.72363842765,0.038801542496090906
512419,1650.0778571678625,0.04048630695851481
512420,1652.0846402853429,0.04278697625961446
512421,1655.0061830580426,0.05370877375449881
512422,1642.2206769173654,0.04068587554446152
512423,1656.5876397166126,0.058024542208428356
512424,1648.9372634238325,0.06264259132566355
512425,1657.1732057472916,0.0452721576769276
512426,1640.1653525623994,0.03732648268977045
512427,1644.212617413494,0.03729736849510814
512428,1647.9941055908982,0.041077152625061966
512430,1648.9017193849975,0.06554805118749867
512431,1641.4226151719092,0.04901946263004503
512432,1640.7415678777656,0.04369600050291628
512433,1643.9653108122995,0.04026812453618817
512434,1647.6963619359112,0.04048427079165318
512435,1635.931010016792,0.04494735773342592
512436,1643.6111735918978,0.05377595856801824
512437,1650.221799286742,0.03873304116337395
512438,1641.014265733021,0.03755907509223025
512440,1645.5587409099219,0.05817474943093273
512442,1649.7097088233027,0.039041650485627986
512443,1652.4736663478175,0.03947965932321642
512444,1641.8954331887537,0.05601368637335245
512448,1632.9634718114507,0.037195746928071705
512449,1638.5654788817778,0.03813443331578503
512450,1645.479943239524,0.036186112356385365
512451,1636.8795497094627,0.03603036051235455
512452,1642.685496439637,0.04130221705396342
512453,1641.3137097217339,0.036202478775905086
512454,1650.8311486586242,0.04122100430731671
512455,1645.891467818246,0.04306271063706871
512456,1648.6360569909214,0.039975775570682624
512461,1649.4021273713754,0.041420437104794344
512462,1645.9267637942507,0.03796451371076673
512464,1662.1672011759804,0.038102542605411904
512469,1672.1330065836605,0.07279440110588124
512471,1642.1985057502902,0.03618985101206316
512473,1658.8355154486926,0.051337751010886216
512474,1661.5733171961285,0.06250319990160635
512477,1648.32298300944,0.038764157265218986
512481,1647.5146829342505,0.05474802595927058
512482,1649.5243764696452,0.05051511377561955
512485,1652.9265697105218,0.049868099035719884
512489,1657.399206693888,0.055305879987093645
512490,1648.860735251603,0.04817908483391119
512491,1651.1764394890392,0.04494840499552213
512492,1649.7364508857172,0.03799226284716206
512494,1648.0763049308746,0.05473788000448058
512496,1643.7264912353264,0.038329123726555336
512497,1654.6877520648572,0.04443638388400848
512499,1643.851910332314,0.03590653542276854
512500,1651.77189114255,0.03951763411705749
512501,1656.1583773963725,0.0373653467391136
512502,1647.3178605709738,0.047599026064741215
512503,1649.1523500060505,0.046787234394915375
512504,1644.503355000871,0.04651573041432695
512505,1644.6334951501503,0.04659336361051469
512506,1642.962848652036,0.04420236422421909
512507,1651.634435096457,0.04377382900281427
512508,1651.0330908375033,0.04174567288011758
512509,1650.0013994476126,0.04755416771243633
512511,1637.7782265037424,0.04412811257845288
512512,1649.7316999664886,0.044884537531763836
512513,1661.696231853064,0.05570319195344895
512514,1644.0296190452423,0.04244159233887967
512515,1657.158704986494,0.05077118555570119
512516,1664.1691847023408,0.05309433842806431
512517,1645.3740757427474,0.05118837186026819
512518,1654.3641255558161,0.04415008183078415
512519,1660.1089704505855,0.05180438481090408
512520,1641.7750974318458,0.058627116144976836
512521,1630.986078832395,0.062265187992709733
512522,1642.9269853857736,0.05885704528435355
512523,1643.1516243802612,0.06031475147570313
512524,1647.700742406135,0.03845944221554807
512525,1654.8715640911173,0.045410610449885036
512526,1673.7925747001811,0.048129816756982136
512527,1650.759070694265,0.05641661094564094
512528,1649.0409329893137,0.04953032093587675
512529,1653.7846919814224,0.04495782013172019
512531,1650.3761752293956,0.04864584508553001
512532,1649.989878365371,0.04745495447833523
512533,1656.5230782732062,0.04322598365801376
512534,1655.795207724621,0.056312365952561144
512535,1659.0217628384446,0.04562684842866082
512536,1653.82731073992,0.051236943597204786
512537,1659.8951964775815,0.04490807119163948
512538,1649.1751894423878,0.05338557715673539
512539,1659.1752732599668,0.0538355432818312
512540,1654.123870331178,0.05145061716655685
512541,1664.7108677528072,0.08403616033745694
512542,1644.6237729047575,0.04488493798872834
512544,1652.047993792621,0.040110751531292475
512545,1652.5317372358386,0.051058499246240195
512546,1655.6313326371226,0.04963826317611709
512547,1642.4431129527309,0.043399794071993555
512548,1641.3181545421294,0.038917439003109344
512549,1652.2572139690008,0.04234068634920012
512550,1656.9849367393724,0.06730996646902151
512551,1666.2811231768987,0.0679642281086943
512552,1664.7115661533255,0.05148906322076364
512553,1659.160925493203,0.04891690324922336
512554,1648.405598381075,0.04418672646744388
512555,1660.1007966163143,0.04929095614228021
512556,1661.0010158136718,0.0469126552237643
512557,1650.0446164639804,0.038623333956626635
512558,1648.258691134666,0.047782655497828314
512559,1644.6545702779242,0.0506407712229298
512560,1660.0755995641268,0.04738027094879159
512561,1656.7802334431728,0.0448340319814563
512562,1657.398736044103,0.05597193067098432
512563,1641.2845095253163,0.051429816881194725
512564,1653.2866159059622,0.059134518104884834
512566,1645.166209157445,0.04685172443698453
512567,1641.4170261293905,0.04364816326841251
512568,1642.5121671093877,0.04318506688501735
512569,1640.04660618026,0.0497365684383576
512570,1641.045892450174,0.04795087802522765
512571,1653.6567416595974,0.05438359680948883
512572,1651.4222938945222,0.06230741439743572
512573,1636.9255521513219,0.06915045678563803
512574,1651.050694249453,0.06160467013655285
512575,1646.819626584789,0.06698806571963722
512576,1645.2707419960623,0.048206905902941084
512577,1636.850266663491,0.04763736358586132
512578,1650.1199193840844,0.05740915249604979
512579,1655.9912736706583,0.052351339000005936
512580,1657.0928632400762,0.03622642356613223
512581,1648.9197622682138,0.03639881922760738
512582,1652.4682453223056,0.03790149095132715
512583,1650.9762453505955,0.04205955340742726
512584,1655.597422377786,0.03715915615000878
512585,1648.3742762662928,0.03684865959564278
512586,1650.4481383124767,0.037177651142581536
512588,1646.9457482051832,0.04773729480832411
512589,1655.2593138854395,0.0547083193092937
512591,1666.9989965085545,0.05328418154855119
512593,1638.4162275401623,0.04678608274835211
512594,1659.1952791229794,0.07437774710114994
512595,1649.5679144850099,0.06510133523073158
512596,1660.116921880292,0.06082942654547307
512597,1660.4990045503725,0.04735646054667406
512598,1646.3969507205572,0.04374123429780766
512599,1647.4460678614796,0.07145647573612589
512600,1651.3696249798352,0.05467537088622824
512602,1648.3265822229168,0.05585810935281496
512603,1657.605567231408,0.06444554608478137
512604,1663.882497203412,0.06575211581177398
512605,1651.040738122956,0.06264942654055308
512606,1648.392060700248,0.07180537904390959
512607,1649.4365690346813,0.048639131985777025
512608,1645.0050966115946,0.05690431761700554
512609,1634.5194261873978,0.043473420511815214
512610,1643.936480151766,0.046660813532442946
512612,1642.2800585744665,0.048472886123907044
512613,1662.6819179458207,0.07402262967275033
512614,1654.0434177188602,0.05080756695873092
512615,1651.6612589086697,0.0432445362411725
512617,1656.9409862867255,0.04469480058517276
512619,1658.7968178234426,0.042588483131670934
512621,1659.3523136027209,0.07219187377076416
512626,1651.6878833272688,0.052441826336132015
512627,1661.6136837557933,0.05537058947154248
512628,1651.6957731813693,0.04612753812986727
512629,1669.3700724648324,0.07961177510708936
512630,1651.77953708832,0.06395085420507116
512631,1644.3432297344768,0.09390070255574341
512632,1660.3766807320237,0.06578875140647007
512634,1647.3815222219516,0.05693358443716854
512635,1668.0918771453323,0.08776407436329413
512636,1655.3931799411905,0.06721069467482271
512637,1653.7943093559893,0.07051518501910171
512642,1639.6860272023848,0.05364124442007063
512644,1650.2580113737033,0.040137526302260716
512647,1665.4583324384216,0.06719802493936897
512649,1643.3466605647707,0.0572591914076766
512650,1665.350710557423,0.10676485024132021
512651,1645.6056434374007,0.08015120036741302
512652,1645.90212850423,0.07722987368880191
512653,1664.4763821503561,0.08072485670196343
512654,1677.096229308602,0.0806225450880741
512655,1646.263585157059,0.09653147044039413
512656,1664.518436206676,0.08647865959230348
512658,1650.9826960727432,0.08528525929760301
512659,1654.6448323660952,0.07942695410375472
512660,1658.0978277012202,0.07373659338710835
512661,1647.8098436726143,0.08083057012935053
512662,1640.2747673916815,0.0612298936248796
512665,1648.1768075623702,0.07639735919049166
512667,1658.3811144352078,0.07208931084338804
512669,1644.7368734835793,0.06269467160184143
512670,1657.46557691615,0.06307489876909732
512671,1663.7076147982311,0.06966747983781786
512672,1673.031825007838,0.0865678343629594
512674,1662.406395921998,0.1069735056610019
512675,1651.1574703256981,0.06508707827641193
512676,1653.6049645171727,0.04533546568918119
512677,1648.6508304019785,0.04335886935250477
512678,1654.2380263125158,0.043370930102498165
512679,1648.6024812549595,0.04899466703044897
512680,1647.240533716467,0.04753587303633888
512681,1642.535685640468,0.0600067622697238
512682,1659.2247463491499,0.06553834315987009
512683,1666.8509957141423,0.07450116220725324
512684,1658.8770218149855,0.0662475835756856
512685,1656.5588718165059,0.06160146297514824
512686,1655.7216509621658,0.0610153782130631
512687,1647.116491866124,0.052296636373368226
512688,1660.4711243020663,0.048400872221928744
512689,1676.4596300460114,0.05228108938769273
512690,1671.167718984142,0.051829392069060044
512691,1640.7139975475657,0.04743341405067701
512692,1679.6867674059945,0.04913605511955916
512693,1654.6201782046076,0.054672230656668715
512694,1644.484536636514,0.03880339633081151
512695,1666.2586735468471,0.06506362568089366
512698,1659.845073668079,0.07241331886823311
512699,1665.3956277865088,0.08280754847291141
512700,1648.6757018110522,0.07111003660537912
512701,1648.922716071176,0.06144230475187553
512702,1651.1464460137634,0.06363991818799568
512704,1657.6253449337269,0.041291958394888306
512705,1648.966072704671,0.04586079169267282
512706,1661.531237106245,0.04533765101965447
512707,1658.69333323868,0.06409000175662348
512708,1658.569836135299,0.05815090854262708
512709,1666.4713197039773,0.061681685923976395
512710,1660.01027633637,0.061759334558993594
512711,1652.4005332430713,0.07057106694170823
512712,1657.5195003706137,0.06867437756414135
512713,1661.3887046290936,0.050477737848577585
512714,1650.800446559313,0.04184001549642632
